Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,year_created,month_created,year_closed,month_closed
68648873,2026-04-13 17:49:49,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10006,11 JOSEPH P WARD STREET,JOSEPH P WARD STREET,WASHINGTON STREET,ROBERT R DOUGLASS PEDESTRIAN OVP,WASHINGTON STREET,ROBERT R DOUGLASS PEDESTRIAN OVP,ADDRESS,NEW YORK,JOSEPH P WARD STREET,,In Progress,,,04/13/2026 04:07:46 PM,01 MANHATTAN,1.0,Precinct 1,1000177501.0,MANHATTAN,"980,029","197,075",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7076011014,-74.01522456984,POINT (-74.015224569843 40.707601101403),2026,4,,
68659379,2026-04-13 17:47:26,2026-04-14 03:37:13,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11201,150 MYRTLE AVENUE,MYRTLE AVENUE,FLATBUSH AVENUE EXTENSION,PRINCE STREET,FLATBUSH AVENUE EXTENSION,PRINCE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 03:37:15 AM,02 BROOKLYN,35.0,Precinct 84,3020607501.0,BROOKLYN,"988,942","191,976",PHONE,Unspecified,BROOKLYN,,,,,,,,40.69360530205,-73.98308014999,POINT (-73.983080149991 40.693605302049),2026,4,2026.0,4.0
68648853,2026-04-13 17:42:34,2026-04-13 20:37:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10024,170 WEST 77 STREET,WEST 77 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST 77 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 08:37:27 PM,07 MANHATTAN,6.0,Precinct 20,1011480160.0,MANHATTAN,"990,263","223,969",PHONE,Unspecified,MANHATTAN,,,,,,,,40.78141735964,-73.97828788796,POINT (-73.978287887962 40.781417359639),2026,4,2026.0,4.0
68659405,2026-04-13 17:35:41,2026-04-14 03:53:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11201,15 MAIN STREET,MAIN STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,MAIN STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 03:53:29 AM,02 BROOKLYN,33.0,Precinct 84,3000277501.0,BROOKLYN,"986,841","195,618",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70360260723,-73.99065517784,POINT (-73.990655177843 40.703602607225),2026,4,2026.0,4.0
68659376,2026-04-13 17:33:59,2026-04-13 20:27:16,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10011,206 7 AVENUE,7 AVENUE,WEST 21 STREET,WEST 22 STREET,WEST 21 STREET,WEST 22 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 08:27:19 PM,04 MANHATTAN,3.0,Precinct 10,1007710046.0,MANHATTAN,"985,294","210,082",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74330310155,-73.99623241691,POINT (-73.99623241691 40.743303101553),2026,4,2026.0,4.0
68654790,2026-04-13 17:28:09,2026-04-13 20:31:18,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10003,1 UNION SQUARE WEST,UNION SQUARE WEST,EAST 14 STREET,EAST 15 STREET,EAST 14 STREET,EAST 15 STREET,ADDRESS,NEW YORK,UNION SQUARE WEST,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 08:31:22 PM,05 MANHATTAN,2.0,Precinct 13,1008420021.0,MANHATTAN,"986,564","207,173",PHONE,Unspecified,MANHATTAN,,,,,,,,40.73531837737,-73.9916502466,POINT (-73.991650246596 40.73531837737),2026,4,2026.0,4.0
68648831,2026-04-13 17:12:11,2026-04-14 02:01:57,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10040,1581 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 189 STREET,WEST 190 STREET,WEST 189 STREET,WEST 190 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 02:02:01 AM,12 MANHATTAN,10.0,Precinct 34,1021680080.0,MANHATTAN,"1,003,608","250,567",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85440221437,-73.93002422908,POINT (-73.930024229084 40.854402214373),2026,4,2026.0,4.0
68651835,2026-04-13 17:11:43,2026-04-13 23:03:21,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,11206,28 MELROSE STREET,MELROSE STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MELROSE STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 11:03:24 PM,04 BROOKLYN,34.0,Precinct 83,3031607501.0,BROOKLYN,"1,002,158","193,584",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69800201292,-73.93541758702,POINT (-73.93541758702 40.698002012921),2026,4,2026.0,4.0
68656261,2026-04-13 17:08:25,2026-04-14 01:07:44,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10025,WEST 112 STREET,WEST 112 STREET,WEST 112 STREET,BROADWAY,WEST 112 STREET,BROADWAY,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 01:07:53 AM,09 MANHATTAN,7.0,Precinct 26,,MANHATTAN,"993,728","232,727",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80545266461,-73.96576389309,POINT (-73.965763893092 40.805452664607),2026,4,2026.0,4.0
68648834,2026-04-13 16:58:20,2026-04-14 02:44:02,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10036,1530 BROADWAY,BROADWAY,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/14/2026 02:44:07 AM,05 MANHATTAN,4.0,Precinct 14,1009970001.0,MANHATTAN,"988,372","215,318",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75767370014,-73.98512133327,POINT (-73.985121333274 40.757673700136),2026,4,2026.0,4.0
68657872,2026-04-13 16:51:59,2026-04-14 01:49:54,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 01:50:00 AM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"989,341","205,582",MOBILE,Unspecified,MANHATTAN,,,,L,L to Brooklyn,,Platform,40.73095031103,-73.98163102491,POINT (-73.98163102491 40.730950311026),2026,4,2026.0,4.0
68648830,2026-04-13 16:50:38,2026-04-13 22:56:18,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10022,635 5 AVENUE,5 AVENUE,EAST 50 STREET,EAST 51 STREET,EAST 50 STREET,EAST 51 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:56:23 PM,05 MANHATTAN,4.0,Precinct 18,1012860001.0,MANHATTAN,"990,661","215,799",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75899255869,-73.97685855854,POINT (-73.976858558535 40.758992558693),2026,4,2026.0,4.0
68648833,2026-04-13 16:42:33,2026-04-14 04:24:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10017,537 5 AVENUE,5 AVENUE,EAST 44 STREET,EAST 45 STREET,EAST 44 STREET,EAST 45 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 04:24:27 AM,05 MANHATTAN,4.0,Unspecified,1012790001.0,MANHATTAN,"989,868","214,366",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75505987882,-73.97972220523,POINT (-73.979722205227 40.755059878816),2026,4,2026.0,4.0
68648870,2026-04-13 16:16:11,2026-04-13 20:36:23,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,10023,142 WEST 68 STREET,WEST 68 STREET,BROADWAY,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST 68 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 08:36:25 PM,07 MANHATTAN,6.0,Precinct 20,1011397502.0,MANHATTAN,"989,085","221,863",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77563766843,-73.98254299852,POINT (-73.982542998517 40.77563766843),2026,4,2026.0,4.0
68648872,2026-04-13 16:09:20,2026-04-13 17:00:38,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,11211,183 SOUTH 3 STREET,SOUTH 3 STREET,DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,SOUTH 3 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 05:00:42 PM,01 BROOKLYN,34.0,Precinct 90,3024190001.0,BROOKLYN,"995,263","198,572",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71170416413,-73.96027516855,POINT (-73.960275168552 40.711704164126),2026,4,2026.0,4.0
68656304,2026-04-13 16:08:58,2026-04-14 02:48:07,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10036,1515 BROADWAY,BROADWAY,WEST 44 STREET,WEST 45 STREET,WEST 44 STREET,WEST 45 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 02:48:14 AM,05 MANHATTAN,3.0,Precinct 14,1010160036.0,MANHATTAN,"988,183","215,304",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7576353598,-73.98580355106,POINT (-73.985803551061 40.757635359804),2026,4,2026.0,4.0
68651837,2026-04-13 15:52:28,2026-04-14 04:42:36,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,11222,145 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,JAVA STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 04:42:41 AM,01 BROOKLYN,33.0,Precinct 94,3025400048.0,BROOKLYN,"996,636","205,801",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.73154420523,-73.95530933777,POINT (-73.955309337767 40.731544205231),2026,4,2026.0,4.0
68654768,2026-04-13 15:31:48,2026-04-13 22:31:15,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10016,248 EAST 32 STREET,EAST 32 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST 32 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:31:22 PM,06 MANHATTAN,2.0,Precinct 17,1009120040.0,MANHATTAN,"990,469","210,264",PHONE,Unspecified,MANHATTAN,,,,,,,,40.74380052101,-73.97755672948,POINT (-73.977556729481 40.743800521013),2026,4,2026.0,4.0
68657836,2026-04-13 15:09:35,2026-04-13 23:01:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11229,EAST 15 STREET,EAST 15 STREET,EAST 15 STREET,KINGS HIGHWAY,EAST 15 STREET,KINGS HIGHWAY,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 11:01:25 PM,15 BROOKLYN,48.0,Precinct 61,,BROOKLYN,"995,834","161,062",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60874677484,-73.95827996343,POINT (-73.958279963427 40.608746774837),2026,4,2026.0,4.0
68659378,2026-04-13 14:44:41,2026-04-13 22:04:08,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10036,160 WEST 45 STREET,WEST 45 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST 45 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:04:12 PM,05 MANHATTAN,4.0,Precinct 14,1009970001.0,MANHATTAN,"988,586","215,240",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7574595077,-73.98434893462,POINT (-73.984348934618 40.757459507697),2026,4,2026.0,4.0
68653327,2026-04-13 14:17:44,2026-04-13 18:54:58,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10011,34 WEST 14 STREET,WEST 14 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST 14 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 06:55:01 PM,02 MANHATTAN,2.0,Precinct 6,1005770019.0,MANHATTAN,"985,675","207,610",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7365180224,-73.99485798928,POINT (-73.994857989277 40.736518022401),2026,4,2026.0,4.0
68648837,2026-04-13 14:05:25,2026-04-13 23:08:24,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11209,479 BAYRIDGE PARKWAY,BAYRIDGE PARKWAY,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 11:08:28 PM,10 BROOKLYN,47.0,Precinct 68,3059300046.0,BROOKLYN,"977,783","168,765",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6298951188,-74.02329842592,POINT (-74.023298425923 40.629895118798),2026,4,2026.0,4.0
68653329,2026-04-13 13:51:16,2026-04-14 10:10:42,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11225,991 NOSTRAND AVENUE,NOSTRAND AVENUE,SULLIVAN PLACE,EMPIRE BOULEVARD,SULLIVAN PLACE,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/14/2026 10:10:47 AM,09 BROOKLYN,35.0,Precinct 71,3013090001.0,BROOKLYN,"997,850","181,307",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66431211202,-73.95097849172,POINT (-73.950978491723 40.66431211202),2026,4,2026.0,4.0
68657874,2026-04-13 13:27:25,2026-04-15 08:42:17,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/15/2026 08:42:19 AM,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,"1,000,698","198,655",PHONE,Unspecified,BROOKLYN,,,,L,,,Entrance,40.71192354488,-73.94067046166,POINT (-73.940670461663 40.711923544882),2026,4,2026.0,4.0
68656301,2026-04-13 13:26:20,2026-04-13 22:07:57,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10016,442 THIRD AVENUE,THIRD AVENUE,EAST 30 STREET,EAST 31 STREET,EAST 30 STREET,EAST 31 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:08:02 PM,06 MANHATTAN,2.0,Precinct 17,1008860048.0,MANHATTAN,"989,874","210,181",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74357310516,-73.97970404851,POINT (-73.979704048513 40.743573105164),2026,4,2026.0,4.0
68659403,2026-04-13 13:19:15,2026-04-14 22:20:42,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Subway,,,,,,,,,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/14/2026 10:20:44 PM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"987,202","209,353",MOBILE,Unspecified,MANHATTAN,,,,R,R W Uptown & Queens,,Platform,40.74130174725,-73.989347154,POINT (-73.989347154005 40.741301747246),2026,4,2026.0,4.0
68656308,2026-04-13 13:07:51,2026-04-13 14:32:10,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,10023,20 WEST 64 STREET,WEST 64 STREET,CENTRAL PARK WEST,BROADWAY,CENTRAL PARK WEST,BROADWAY,ADDRESS,NEW YORK,WEST 64 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 02:32:16 PM,07 MANHATTAN,6.0,Precinct 20,1011167501.0,MANHATTAN,"989,697","220,330",PHONE,Unspecified,MANHATTAN,,,,,,,,40.77142962896,-73.98033458556,POINT (-73.98033458556 40.771429628962),2026,4,2026.0,4.0
68657857,2026-04-13 13:07:35,2026-04-13 15:10:15,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10033,131 BENNETT AVENUE,BENNETT AVENUE,WEST 186 STREET,WEST 187 STREET,WEST 186 STREET,WEST 187 STREET,ADDRESS,NEW YORK,BENNETT AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 03:10:18 PM,12 MANHATTAN,10.0,Precinct 34,1021800150.0,MANHATTAN,"1,002,273","250,430",PHONE,Unspecified,MANHATTAN,,,,,,,,40.85402901643,-73.93485038615,POINT (-73.934850386148 40.854029016432),2026,4,2026.0,4.0
68648875,2026-04-13 13:06:46,2026-04-13 22:03:33,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10019,158 WEST 55 STREET,WEST 55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST 55 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:03:37 PM,05 MANHATTAN,6.0,Precinct 18,1010070061.0,MANHATTAN,"989,715","217,592",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76391451831,-73.98027182606,POINT (-73.980271826057 40.763914518313),2026,4,2026.0,4.0
68653348,2026-04-13 13:03:04,2026-04-13 19:05:17,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10007,CHAMBERS STREET,CHAMBERS STREET,CHAMBERS STREET,GREENWICH STREET,CHAMBERS STREET,GREENWICH STREET,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 07:05:20 PM,01 MANHATTAN,1.0,Precinct 1,,MANHATTAN,"981,210","200,245",PHONE,Unspecified,MANHATTAN,,,,,,,,40.71630248163,-74.01096629577,POINT (-74.010966295771 40.716302481632),2026,4,2026.0,4.0
68648861,2026-04-13 13:02:58,2026-04-13 22:08:16,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10019,158 WEST 55 STREET,WEST 55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST 55 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 10:08:18 PM,05 MANHATTAN,6.0,Precinct 18,1010070061.0,MANHATTAN,"989,715","217,592",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76391451831,-73.98027182606,POINT (-73.980271826057 40.763914518313),2026,4,2026.0,4.0
68654802,2026-04-13 12:54:24,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10454,380 EAST 143 STREET,EAST 143 STREET,ALEXANDER AVENUE,WILLIS AVENUE,ALEXANDER AVENUE,WILLIS AVENUE,ADDRESS,BRONX,EAST 143 STREET,,In Progress,,,04/14/2026 08:00:52 AM,01 BRONX,8.0,Precinct 40,2023040001.0,BRONX,"1,006,019","235,329",MOBILE,Unspecified,BRONX,,,,,,,,40.81257269685,-73.92135834312,POINT (-73.921358343117 40.812572696855),2026,4,,
68651842,2026-04-13 12:22:43,2026-04-13 14:58:13,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11377,70-92 QUEENS BOULEVARD,QUEENS BOULEVARD,70 STREET,72 STREET,70 STREET,72 STREET,ADDRESS,WOODSIDE,QUEENS BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 02:58:18 PM,02 QUEENS,26.0,Precinct 108,,QUEENS,"1,013,675","208,851",MOBILE,Unspecified,QUEENS,,,,,,,,40.73987542441,-73.8938166128,POINT (-73.893816612795 40.739875424406),2026,4,2026.0,4.0
68648865,2026-04-13 11:56:48,2026-04-13 20:28:55,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST 69 STREET,WEST 70 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 08:29:02 PM,07 MANHATTAN,6.0,Precinct 20,1011417502.0,MANHATTAN,"989,198","222,223",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77662571124,-73.98213474147,POINT (-73.982134741469 40.776625711235),2026,4,2026.0,4.0
68650324,2026-04-13 11:48:49,2026-04-13 13:57:56,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10165,60 EAST 42 STREET,EAST 42 STREET,MADISON AVENUE,VANDERBILT AVENUE,MADISON AVENUE,VANDERBILT AVENUE,ADDRESS,NEW YORK,EAST 42 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 01:58:01 PM,05 MANHATTAN,4.0,Unspecified,1012760042.0,MANHATTAN,"990,162","213,445",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75253177597,-73.97866184173,POINT (-73.978661841734 40.752531775971),2026,4,2026.0,4.0
68648832,2026-04-13 11:43:42,2026-04-13 23:05:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11216,747 NOSTRAND AVENUE,NOSTRAND AVENUE,STERLING PLACE,ST JOHNS PLACE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 11:05:29 PM,08 BROOKLYN,35.0,Precinct 77,3012480003.0,BROOKLYN,"998,036","184,059",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67186544983,-73.95030242282,POINT (-73.95030242282 40.671865449833),2026,4,2026.0,4.0
68656260,2026-04-13 11:42:32,2026-04-13 13:58:16,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10017,109 EAST 42 STREET,EAST 42 STREET,DE PEW PLACE,LEXINGTON AVENUE,DE PEW PLACE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST 42 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 01:58:21 PM,05 MANHATTAN,4.0,Unspecified,1012800030.0,MANHATTAN,"990,613","213,201",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75186174473,-73.97703428017,POINT (-73.977034280174 40.75186174473),2026,4,2026.0,4.0
68651798,2026-04-13 11:36:48,2026-04-13 14:30:06,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10009,221 EAST 4 STREET,EAST 4 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST 4 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 02:30:11 PM,03 MANHATTAN,2.0,Precinct 9,,MANHATTAN,"988,858","202,923",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7236522687,-73.98337557103,POINT (-73.983375571034 40.723652268697),2026,4,2026.0,4.0
68657858,2026-04-13 11:34:36,2026-04-13 12:42:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10003,4 IRVING PLACE,IRVING PLACE,EAST 14 STREET,EAST 15 STREET,EAST 14 STREET,EAST 15 STREET,ADDRESS,NEW YORK,IRVING PLACE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 12:42:43 PM,06 MANHATTAN,2.0,Precinct 13,1008700024.0,MANHATTAN,"987,402","206,752",PHONE,Unspecified,MANHATTAN,,,,,,,,40.73416257717,-73.98862663516,POINT (-73.988626635155 40.734162577173),2026,4,2026.0,4.0
68651807,2026-04-13 11:26:57,2026-04-13 12:42:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10033,131 BENNETT AVENUE,BENNETT AVENUE,WEST 186 STREET,WEST 187 STREET,WEST 186 STREET,WEST 187 STREET,ADDRESS,NEW YORK,BENNETT AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 12:42:43 PM,12 MANHATTAN,10.0,Precinct 34,1021800150.0,MANHATTAN,"1,002,273","250,430",PHONE,Unspecified,MANHATTAN,,,,,,,,40.85402901643,-73.93485038615,POINT (-73.934850386148 40.854029016432),2026,4,2026.0,4.0
68656299,2026-04-13 11:21:11,2026-04-13 21:04:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10001,100 WEST 27 STREET,WEST 27 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST 27 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/13/2026 09:04:29 PM,05 MANHATTAN,3.0,Precinct 13,1008020045.0,MANHATTAN,"986,633","210,917",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74559470823,-73.99139994316,POINT (-73.991399943162 40.745594708227),2026,4,2026.0,4.0
68648876,2026-04-13 10:59:52,2026-04-13 20:40:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10158,617 THIRD AVENUE,THIRD AVENUE,EAST 39 STREET,EAST 40 STREET,EAST 39 STREET,EAST 40 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/13/2026 08:40:24 PM,06 MANHATTAN,4.0,Precinct 17,1009200012.0,MANHATTAN,"991,054","212,301",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7493911438,-73.97544350732,POINT (-73.975443507321 40.749391143797),2026,4,2026.0,4.0
